6aab6d95-4ae0-4096-9ffd-1d49ffd39f41,đây là ảnh 1,ca335d67-8b94-425d-b651-b229a0448fd5,2025-02-14 17:00:21.112000 +00:00,2025-02-14 17:00:21.123000 +00:00
9e7ce1bd-b246-48eb-8a21-79cc9796b024,đây là ảnh 2,ca335d67-8b94-425d-b651-b229a0448fd5,2025-02-14 17:00:21.112000 +00:00,2025-02-14 17:00:21.123000 +00:00
3cb04bc8-3cd4-4a00-b19e-45b4dcd021b0,https://example.com/image1.jpg,2be8d626-015e-4ef2-a43e-5c6cbceee7ff,2025-02-15 06:52:11.879000 +00:00,2025-02-15 06:52:11.885000 +00:00
dddabf67-0f70-4b8c-84e6-bdd404391ee9,https://example.com/image2.jpg,2be8d626-015e-4ef2-a43e-5c6cbceee7ff,2025-02-15 06:52:11.879000 +00:00,2025-02-15 06:52:11.885000 +00:00
efe35120-6b77-47d6-b9f0-6176032cdf71,https://example.com/image3.jpg,9d8236ed-a86d-4064-a108-d3bd6863e424,2025-02-15 06:52:12.057000 +00:00,2025-02-15 06:52:12.059000 +00:00
887e2223-6a97-4282-bf35-205583870074,https://example.com/image4.jpg,9d8236ed-a86d-4064-a108-d3bd6863e424,2025-02-15 06:52:12.057000 +00:00,2025-02-15 06:52:12.059000 +00:00
bf8d91cc-2d27-4d2d-b8a2-9b38975220c5,https://example.com/image5.jpg,9d8236ed-a86d-4064-a108-d3bd6863e424,2025-02-15 06:52:12.057000 +00:00,2025-02-15 06:52:12.059000 +00:00
5294b217-1cde-49b1-975a-271fbe45052e,https://example.com/image6.jpg,b3967bc2-7a86-4044-9581-4a88b94fd4a2,2025-02-15 06:52:12.189000 +00:00,2025-02-15 06:52:12.192000 +00:00
116007cb-c3a4-432b-a8db-bb71c3669dfa,https://example.com/image7.jpg,b3967bc2-7a86-4044-9581-4a88b94fd4a2,2025-02-15 06:52:12.189000 +00:00,2025-02-15 06:52:12.192000 +00:00
43cc0bf1-302c-4c61-b94b-0389c9107ba6,https://example.com/image8.jpg,ff0460b5-b03f-4d63-9e60-abb535c6916b,2025-02-15 06:52:12.316000 +00:00,2025-02-15 06:52:12.319000 +00:00
1b424f59-49f4-461f-affa-ec3c3987fd3e,https://example.com/image9.jpg,ff0460b5-b03f-4d63-9e60-abb535c6916b,2025-02-15 06:52:12.316000 +00:00,2025-02-15 06:52:12.319000 +00:00
6999c89d-3c1c-4923-b574-70f46b7bffd6,https://example.com/image10.jpg,366bda88-d22a-483c-a7c4-c21152bc2cb3,2025-02-15 06:52:12.444000 +00:00,2025-02-15 06:52:12.446000 +00:00
e481e4ef-6593-425d-a686-dbc7c287cb3e,https://example.com/image11.jpg,366bda88-d22a-483c-a7c4-c21152bc2cb3,2025-02-15 06:52:12.444000 +00:00,2025-02-15 06:52:12.446000 +00:00
84a51ecd-4017-400a-b3cc-faae99be6976,https://example.com/image12.jpg,3d4b5b84-ccc1-4388-a29a-c2ebac011655,2025-02-15 06:52:12.571000 +00:00,2025-02-15 06:52:12.574000 +00:00
cf2010a8-af25-4d20-8d3d-a0fda030a7d9,https://example.com/image13.jpg,3d4b5b84-ccc1-4388-a29a-c2ebac011655,2025-02-15 06:52:12.571000 +00:00,2025-02-15 06:52:12.574000 +00:00
c5d993fc-96f1-40c8-add5-3ac912060d27,https://example.com/image10.jpg,8c1c4333-a2f9-4ef6-83da-7d2948989f42,2025-02-15 06:52:12.699000 +00:00,2025-02-15 06:52:12.701000 +00:00
5efd7602-02df-4743-ae3f-bb356aaa005d,https://example.com/image11.jpg,8c1c4333-a2f9-4ef6-83da-7d2948989f42,2025-02-15 06:52:12.699000 +00:00,2025-02-15 06:52:12.701000 +00:00
2dc26839-d5c7-4a8e-bdb4-b2e5105240c4,https://example.com/image12.jpg,a6ddf04f-2626-4de7-88f2-0c4c11ab259b,2025-02-15 06:52:12.812000 +00:00,2025-02-15 06:52:12.814000 +00:00
50694285-6a97-45e6-8707-6219b930bcd3,https://example.com/image13.jpg,a6ddf04f-2626-4de7-88f2-0c4c11ab259b,2025-02-15 06:52:12.812000 +00:00,2025-02-15 06:52:12.814000 +00:00
c58ee2a6-1c6c-4194-85b2-7820bb98f64e,https://example.com/image14.jpg,6add4766-144f-4b99-bda7-3fcf2e1a86a6,2025-02-15 06:52:12.932000 +00:00,2025-02-15 06:52:12.935000 +00:00
b66131b0-ede3-4a98-89da-a82419a510eb,https://example.com/image15.jpg,6add4766-144f-4b99-bda7-3fcf2e1a86a6,2025-02-15 06:52:12.932000 +00:00,2025-02-15 06:52:12.935000 +00:00
