4d64e0e5-3602-4fac-a681-d0d31f7aab5a,ca335d67-8b94-425d-b651-b229a0448fd5,0e02b52c-6f36-45f5-890e-fa46609110be,2000000,2025-02-14 17:00:21.132000 +00:00,2025-02-14 17:00:21.132000 +00:00
877d8252-9024-482a-b086-5189bc54a74e,ca335d67-8b94-425d-b651-b229a0448fd5,bf44f324-6849-493d-a152-938fe7cbb8db,1000000,2025-02-14 17:00:21.132000 +00:00,2025-02-14 17:00:21.132000 +00:00
88665084-4919-42fd-a7d1-97a4b834ffd8,ca335d67-8b94-425d-b651-b229a0448fd5,28946da2-694a-4446-b802-0d5a71a56c9a,500000,2025-02-14 17:00:21.132000 +00:00,2025-02-14 17:00:21.132000 +00:00
c3179788-d34a-40c5-a4fd-1e34c79b23a8,ca335d67-8b94-425d-b651-b229a0448fd5,2bc1ddbb-2cb1-4908-9967-e82531b656ea,300000,2025-02-14 17:00:21.132000 +00:00,2025-02-14 17:00:21.132000 +00:00
ee04d833-2093-4c4f-afca-03ad304ecc61,2be8d626-015e-4ef2-a43e-5c6cbceee7ff,0e02b52c-6f36-45f5-890e-fa46609110be,2500000,2025-02-15 06:52:11.894000 +00:00,2025-02-15 06:52:11.894000 +00:00
3d2d1d73-f1b3-486a-a833-061a7ca95288,2be8d626-015e-4ef2-a43e-5c6cbceee7ff,bf44f324-6849-493d-a152-938fe7cbb8db,1500000,2025-02-15 06:52:11.894000 +00:00,2025-02-15 06:52:11.894000 +00:00
00c44ac1-296d-450e-bf5d-cce038827eca,2be8d626-015e-4ef2-a43e-5c6cbceee7ff,28946da2-694a-4446-b802-0d5a71a56c9a,700000,2025-02-15 06:52:11.894000 +00:00,2025-02-15 06:52:11.894000 +00:00
17bdefe8-4939-4674-bbf5-098d83bd8a58,2be8d626-015e-4ef2-a43e-5c6cbceee7ff,2bc1ddbb-2cb1-4908-9967-e82531b656ea,400000,2025-02-15 06:52:11.894000 +00:00,2025-02-15 06:52:11.894000 +00:00
4b644405-251b-4573-9d8f-b8004e670880,9d8236ed-a86d-4064-a108-d3bd6863e424,0e02b52c-6f36-45f5-890e-fa46609110be,2800000,2025-02-15 06:52:12.063000 +00:00,2025-02-15 06:52:12.063000 +00:00
83393c54-2a0b-4345-9e7a-a6005e7905a9,9d8236ed-a86d-4064-a108-d3bd6863e424,bf44f324-6849-493d-a152-938fe7cbb8db,1800000,2025-02-15 06:52:12.063000 +00:00,2025-02-15 06:52:12.063000 +00:00
a817ec20-e9b6-4fe4-8023-cb6c0095548e,9d8236ed-a86d-4064-a108-d3bd6863e424,28946da2-694a-4446-b802-0d5a71a56c9a,900000,2025-02-15 06:52:12.063000 +00:00,2025-02-15 06:52:12.063000 +00:00
